order_id,customer_id,customer_name,product_category,product_name,product_id,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
162,64-1483818,Gretchen Limpenny,Entertainment,Movie/DVD/BlueRay,501,UPI,1,$18.63 ,12/14/2021 11:49,Brazil,Barra Bonita,samsclub.com,69-7328485,Y,
163,99-6577820,Linoel Atkin,Grocery,Bread,305,UPI,4,$16.96 ,10/21/2021 6:04,China,Lugang,walmart.com,,Y,
164,64-4748665,Othilie Humpherson,Entertainment,Video Game,503,Internet Banking,7,$280.75 ,1/31/2021 20:02,Indonesia,Banjarsari,target.com,88-3525488,Y,
165,87-8316244,Corney Derrett,Grocery,Chicken Breast,301,UPI,1,$4.67 ,9/1/2021 23:19,United Kingdom,Newport,alibaba.com,73-7286365,Y,
166,64-2397617,Norma Lampen,Home Goods,Rugs,705,Internet Banking,6,$240.65 ,11/15/2021 10:37,China,Shanmu,target.com,54-3657794,Y,
167,03-4219317,Averill Tebbe,Home Goods,Bath Towels,703,Card,6,$95.34 ,9/12/2021 15:36,China,Jiaoxie,ebay.com,25-7499775,Y,
168,05-5777946,Carol Avrahamian,Grocery,Eggs,303,UPI,5,$332.55 ,2/4/2021 12:11,Thailand,Phra Phutthabat,target.com,03-8543696,Y,
169,71-8386148,Wallas Swadden,Automotive,Power Steering Fluid,603,Wallet,5,$51.23 ,6/22/2021 5:30,Cuba,Guanabacoa,ebay.com,88-6647423,Y,
170,64-8690646,Jacklyn Leppington,Home Goods,Blankets,702,Wallet,10,$83.97 ,3/24/2021 5:26,Ecuador,Rosa Zarate,ebay.com,01-5497675,Y,
171,53-9357801,Stephanus Ledster,Health & Beauty,Daily Multi-Vitamins,805,Card,2,$443.70 ,1/27/2021 13:56,Portugal,Ortiga,ebay.com,91-6013701,Y,
172,96-5104532,Kearney Bonaire,Entertainment,Video Game,503,Card,5,$279.58 ,6/17/2021 1:03,Brazil,São Mateus do Maranhão,alibaba.com,30-9825914,Y,
173,63-4072777,Tremaine Cusack,Entertainment,Board Game,505,Internet Banking,2,$67.82 ,10/19/2021 8:17,Iran,Shahr-e Bābak,walmart.com,12-2295531,Y,
174,31-5100711,,Health & Beauty,Daily Multi-Vitamins,805,Card,8,$127.23 ,7/25/2021 18:33,China,Guanzhuang,costco.com,63-2096614,N,Invalid Billing Address
175,08-8262205,Christy Tillman,Entertainment,Dominoes,504,UPI,9,$79.42 ,3/7/2021 11:37,Tunisia,Al Marsá,costco.com,24-5292564,N,Insufficient Funds
176,48-7896642,Aubine Wield,Grocery,Eggs,303,Card,8,$829.83 ,9/20/2021 21:39,Czech Republic,Hudlice,walmart.com,39-9137646,Y,
177,02-1801795,Charlena Grece,Baby Products,Baby Wipes,904,Wallet,5,$125.95 ,3/7/2021 7:34,China,Dakoutun,costco.com,01-3782755,Y,
178,65-3816741,Idette Gentsch,Electronics,Cell Phone,5,Wallet,2,$523.57 ,7/15/2021 9:41,Venezuela,Pregonero,ebay.com,13-2965903,Y,
179,53-0858001,Amelina Castillo,Entertainment,Dominos,504,UPI,2,$46.85 ,1/24/2021 18:22,Philippines,San Juan de Mata,alibaba.com,55-5040055,Y,
180,33-3989752,Sunny Toseland,Home Goods,Blankets,702,Internet Banking,5,$95.81 ,5/11/2022 5:17,Indonesia,Mekarjaya,samsclub.com,06-3956158,Y,
181,70-6394576,Marty Gelardi,Clothing,Suit Jacket,403,Card,5,$102.34 ,2/13/2021 18:53,Indonesia,Yogyakarta,amazon.com,01-2911629,N,Invalid CVV
182,83-7920911,Welbie Schurcke,Clothing,Shoes,405,Wallet,2,$58.95 ,8/20/2021 4:40,Benin,Tanguiéta,,02-6519382,Y,
183,35-4627083,Cesare Immins,Grocery,Gallon of Milk,302,Card,10,$33.29 ,9/13/2021 10:21,Japan,Inawashiro,walmart.com,36-8537634,Y,
184,64-2096988,Neddie Trayling,Outdoor Equipment,Baseball Bat,201,Internet Banking,2,$33.92 ,7/9/2021 6:36,Egypt,Ash Shaykh Zuwayd,samsclub,48-8892175,N,Insufficient Funds
185,05-2694256,Fey Sciusscietto,Outdoor Equipment,Hatchet,203,Wallet,5,$118.48 ,5/8/2021 18:33,Japan,Ushibuka,amazon.com,46-3868013,Y,
186,58-2661969,Isadore Di Boldi,Health & Beauty,Toothpaste,804,Card,1,$5.68 ,12/21/2021 0:51,Indonesia,Klutuk,target.com,45-5154533,N,Invalid Card Number
187,82-4002730,Angelita Gleder,Clothing,Dress Shirt,401,Wallet,10,$283.12 ,6/10/2021 17:51,Colombia,El Banco,walmart.com,78-4124386,Y,
188,83-4138519,Patton Stanley,Home Goods,Blankets,702,Wallet,2,$58.62 ,9/27/2021 13:05,Uzbekistan,Qanliko’l,target.com,67-3203036,,
189,83-1040771,Kaine Bartozzi,Grocery,Gallon of Milk,302,Card,2,$8.73 ,8/14/2021 15:09,El Salvador,San Salvador,walmart.com,75-1829222,Y,
190,56-6391293,Dorisa Stitson,Electronics,Desktop,13,Card,8,"$1,955.46 ",7/3/2021 1:18,Indonesia,Bunutan,alibaba.com,87-2441848,Y,
191,71-2296054,Davy Deverose,Baby Products,Stroller,903,UPI,6,$503.98 ,2/3/2021 11:28,Sierra Leone,Kassiri,target.com,97-9933921,Y,
192,96-9544963,Neda Scamal,Clothing,Shoes,405,Internet Banking,4,$195.78 ,12/29/2021 5:12,Czech Republic,Vilémov,samsclub.com,61-5627940,Y,
193,49-9907729,Karisa Cawkwell,Health & Beauty,Toothpaste,804,Card,6,$50.78 ,8/24/2021 7:08,Brazil,Belo Jardim,samsclub.com,26-6401421,Y,
194,56-4958090,Ange Frain,Office Supplies,Ream of Paper,102,Internet Banking,2,$14.74 ,6/21/2021 16:31,Indonesia,Kayukembang,walmart.com,88-3223864,Y,
195,,Agnesse Backshell,Entertainment,Board Game,505,Wallet,8,$128.16 ,8/2/2021 9:33,Philippines,Dingle,target.com,75-0567529,Y,
196,60-2531576,Nicky Leate,Outdoor Equipment,Watering Can,210,Wallet,10,$74.15 ,5/19/2021 12:12,Indonesia,Riangderi,target.com,25-0468278,Y,
197,67-4509267,Giselbert Ende,Electronics,Desktop,3,UPI,5,$943.45 ,3/18/2021 18:07,China,Daiyue,samsclub.com,48-3543891,Y,
198,01-6262660,Levin Daulby,Entertainment,Board Game,505,Internet Banking,5,$266.10 ,1/14/2021 20:30,Russia,Khvalynsk,amazon.com,00-4928603,N,Insufficient Funds
199,39-2498526,Georgeanna Cloake,Electronics,TV,2,Internet Banking,3,$838.30 ,10/17/2021 5:01,Brazil,Morro do Chapéu,ebay.com,75-1040194,Y,
200,73-2550143,Libbey Suart,Automotive,Power Steering Fluid,603,Card,9,$82.69 ,5/10/2021 22:17,China,Xiajiashan,ebay.com,84-3823498,Y,
201,78-7441720,Jeannine Dimitrijevic,Office Supplies,Binder,105,Card,10,$68.06 ,6/4/2021 14:01,Cambodia,Battambang,target.com,74-4602771,N,Invalid CVV
202,09-7010343,Vittoria Levick,Outdoor Equipment,Gardening Shovel,202,Wallet,5,$789.95 ,11/29/2021 15:48,Sweden,Tullinge,samsclub.com,80-6753676,Y,
203,62-8668673,Jaclin Droghan,Grocery,Shredded Cheese,304,Card,3,$12.90 ,7/18/2021 21:05,France,Paris 14,costco.com,88-3282575,Y,
204,57-8181217,Bria Rushmare,Outdoor Equipment,Hatchet,203,Internet Banking,8,$138.48 ,5/1/2021 11:01,United States,West Hartford,ebay.com,80-3945115,Y,
205,68-5297546,Anthiathia Guesford,Automotive,Floor Mat,605,UPI,3,$96.41 ,12/21/2021 20:15,China,Ma’an,ebay.com,01-8693048,N,Invalid CVV
206,35-0462217,Mahala Treswell,Clothing,Suit Jacket,403,Internet Banking,7,$258.62 ,8/5/2021 3:00,Hungary,Pápa,ebay.com,11-4618848,Y,
207,99-1128649,Fidel Mordacai,Office Supplies,Pen,101,Card,5,$24.40 ,4/17/2021 3:16,China,Huangshan,ebay.com,48-2341182,Y,
208,27-1985765,Cathleen Cornner,Clothing,Dress Shirt,401,Internet Banking,1,$69.48 ,9/13/2021 20:52,France,Paris 02,amazon.com,16-4669516,Y,
209,73-5825476,Reynolds Stickley,Baby Products,Baby Wipes,904,Card,6,$95.99 ,12/30/2021 13:16,Poland,Baranowo,walmart.com,70-9531082,N,Insufficient Funds
210,98-8228963,Jason Aronov,Automotive,Windshield Washer Fluid,602,Internet Banking,3,$53.46 ,5/8/2021 16:20,Mali,Mopti,walmart.com,65-0624392,N,Invalid Card Number
211,17-0026966,Arlina Josefovic,Clothing,Tie,404,UPI,7,$84.26 ,1/13/2021 4:19,China,Xiaojia,ebay.com,42-5875176,Y,
212,50-1146403,Fitzgerald Cureton,Electronics,Laptop,1,UPI,1,$670.74 ,5/25/2021 16:21,China,Xigaoshan,target.com,61-3282006,Y,
213,72-8603988,Brigitta Ohrt,Outdoor Equipment,Hatchet,203,UPI,1,$46.88 ,11/21/2021 18:29,Argentina,Mar del Plata,walmart.com,84-8259361,N,Invalid Billing Address
214,70-7379859,Andrea MacAlester,Automotive,Antifreeze,604,Wallet,4,$96.18 ,4/14/2021 20:08,Nigeria,Ogoja,samsclub.com,88-6409818,N,Insufficient Funds
215,52-8677577,Jody Aspell,Home Goods,Storag Container,704,Card,4,$87.15 ,5/10/2021 17:26,Indonesia,Leloboko,samsclub.com,49-0582980,Y,
216,27-0300761,Ruthe Mc Meekin,Baby Products,Baby Wipes,904,Wallet,10,$87.01 ,12/8/2021 8:14,China,Tingsiqiao,ebay.com,75-1163896,Y,
217,92-4095850,Berthe Branch,Office Supplies,Ream of Paper,102,Internet Banking,10,$47.57 ,1/19/2021 16:44,China,Guling,alibaba.com,76-5519691,Y,
218,13-8272487,Yule Biggin,Outdoor Equipment,Tent,205,UPI,2,$49.01 ,2/29/2021 6:51:16,Thailand,Ban Pong,target.com,43-5681772,Y,
219,61-2744691,Gaby Borg,Electronics,Desktop,3,Card,3,$429.12 ,6/12/2021 12:14,Indonesia,Bulupayung,walmart.com,91-0509674,Y,
220,84-5390699,Annemarie Ridsdole,Entertainment,Movie/DVD/BlueRay,501,UPI,9,$162.19 ,12/25/2021 4:21,Estonia,Viimsi,costco.com,43-3544670,Y,
221,79-1766460,Michaella Avrahamy,Outdoor Equipment,Baseball Bat,201,Internet Banking,4,$22.66 ,1/3/2021 16:22,Portugal,Oeiras,costco.com,88-0400419,Y,
222,02-3544802,Marlyn Larrett,Entertainment,Movie/DVD/BlueRay,501,Card,6,$116.27 ,11/7/2021 23:32,Portugal,Vaiamonte,target.com,05-9190472,Y,
223,07-3168818,Nichole Gullifant,Baby Poducts,Pacifier,905,UPI,7,$40.34 ,3/15/2021 23:12,Netherlands,Winschoten,ebay.com,05-8192075,Y,
224,75-4496858,Shauna Desbrow,Entertainment,Board Game,505,Card,4,$294.58 ,11/26/2021 2:50,Canada,Whistler,costco.com,83-8705721,N,Invalid Billing Address
225,84-3959820,Junie McOrkil,Electronics,Desktop,3,UPI,2,$373.82 ,6/26/2021 5:37,Albania,Strum,costco.com,73-0370847,N,Invalid Billing Address
226,44-8704780,Elmore Camelli,Entertainment,Board Game,505,Card,1,$50.46 ,7/1/2021 8:57,Philippines,Tapel,alibaba.com,39-8349829,N,Invalid Billing Address
227,22-9123914,Dougy Tabert,Electronics,Cell Phone,5,Wallet,1,$592.74 ,6/16/2021 20:22,Philippines,Sabang,walmart.com,79-8846027,Y,
228,87-8783847,Ashleigh Warr,Baby Products,Pacifier,905,UPI,7,$44.88 ,1/9/2021 11:11,Kazakhstan,Bestöbe,alibaba.com,58-2929340,N,Invalid Billing Address
229,20-7446421,Gene Hebbron,Outdoor Equipment,Gardening Shovel,202,Wallet,2,$25.15 ,9/14/2021 15:16,China,Longxian,costco.com,56-5883327,Y,
230,09-4082720,Sax Gilpin,Outdoor Equipment,Tent,205,Internet Baking,8,$316.93 ,7/31/2021 8:47,China,Jiangkou,alibaba.com,92-4386873,Y,
231,40-9229416,Tasha Galpen,Baby Products,Baby food,805,Card,1,$9.52 ,6/29/2021 18:42,Russia,Mayskiy,ebay.com,91-0983220,Y,
232,34-2495584,Muire McGee,Baby Products,Stroller,903,Card,2,$69.66 ,5/14/2021 2:51,China,Zhanping,costco.com,63-9173882,Y,
233,60-9709972,Evaleen Fegan,Baby Products,Stroller,903,Card,7,$279.32 ,12/22/2021 20:42,China,Xianyan,amazon.com,16-5068879,N,Invalid Expiration Date
234,25-7065202,Pauline Loosmore,Clothing,Suit Jacket,403,UPI,4,$429.33 ,9/16/2021 21:11,Belgium,Ath,amazon.com,59-6963363,Y,
235,82-6926379,Lyndel Verryan,Health & Beauty,Daily Multi-Vitamins,805,UPI,5,$107.72 ,4/14/2021 7:36,France,Amiens,samsclub.com,02-4874958,Y,
236,57-4886281,Evvy Cargo,Baby Products,Baby food,902,Internet Banking,6,$33.82 ,11/30/2021 23:58,Portugal,Guilhabreu,target.com,51-6855834,N,Invalid Billing Address
237,41-2082902,Anita Flawith,Outdoor Equipment,Gardening Shovel,202,Card,6,$95.00 ,3/14/2021 11:50,Kazakhstan,Tasböget,alibaba.com,86-7041612,Y,
238,57-7972062,Lorilee Tamburi,Health & Beauty,Shampoo,802,Card,5,$24.91 ,10/19/2021 21:51,Nigeria,Keffin Hausa,samsclub.com,59-7142063,N,Invalid Card Number
239,59-5577315,Reg Gambell,Entertainment,Dominoes,504,Card,10,$210.96 ,7/30/2021 2:35,Ukraine,Pereval'noe,ebay.com,13-5088545,Y,
240,31-0002078,Matti Newby,Electronics,Cell Phone,5,Internet Banking,7,$410.72 ,2/21/2021 5:55,China,Huwan,costco.com,31-0727835,Y,
241,30-0101659,Aldridge Seamons,Outdoor Equipment,Baseball Bat,201,Internet Banking,10,$60.18 ,1/25/2021 2:53,China,Bamiantong,amazon.com,40-5960106,Y,
242,95-1436884,Judie Clilverd,Office Supplies,Binder,105,UPI,6,$44.94 ,5/1/2021 2:16,Pakistan,Hujra,walmart.com,07-3347335,Y,
243,48-2719029,Maddalena Bockin,Grocery,Shredded Cheese,304,Internet Banking,10,$24.04 ,2/7/2021 7:54,Thailand,Mae Lao,alibaba.com,57-4128781,N,Insufficient Funds
244,95-1415524,Robena Shorten,Entertainment,Video Game,509,Card,5,$265.66 ,2/9/2021 5:33,France,Argenteuil,samsclub.com,95-1456773,Y,
245,07-3967282,Geordie Killich,Office Supplies,Folder,104,Card,10,$20.80 ,10/28/2021 20:41,Philippines,San Nicolas,target.com,97-8702283,Y,
246,21-5416084,Poul Neaverson,Health & Beauty,Shampoo,802,UPI,4,$12.19 ,8/23/2021 12:34,Thailand,Mueang Nonthaburi,alibaba.com,16-2876272,Y,
247,92-5986175,Sallyanne Bricket,Grocery,Shredded Cheese,304,Card,1,$7.63 ,7/10/2021 17:39,United States,Columbus,samsclub.com,68-8951712,Y,
248,02-7435859,Lanae Shambrooke,Office Supplies,Folder,104,Internet Banking,2,$3.46 ,7/27/2021 4:46,Philippines,Sagrada Familia,target.com,82-1995386,Y,
249,08-4507066,Jerri Bontoft,Outdoor Equipment,Baseball Bat,201,UPI,6,$28.16 ,6/9/2021 22:48,Peru,Pilcomay,target.com,76-0954999,Y,
250,87-3220326,Desiree Woodington,Home Goods,Bath Towels,703,UPI,4,$32.60 ,10/6/2021 19:59,Colombia,Santo Tomás,target.com,86-7266251,N,Insufficient Funds
251,77-7323798,Mannie Biesterfeld,Entertainment,Video Game,503,Internet Banking,6,$308.25 ,11/15/2021 21:29,Kazakhstan,Moyynkum,costco.com,72-8530888,Y,
252,72-3245739,Brandais Tomasello,Health & Beauty,Shampoo,802,Internet Banking,4,$34.22 ,11/12/2021 16:42,Russia,Kirovsk,amazon.com,36-1725783,Y,
253,07-5116536,Madelena Barrand,Outdoor Equipment,Tent,205,Card,7,$358.22 ,3/29/2021 10:04,Mexico,Lazaro Cardenas,walmart.com,11-6630877,N,Invalid Expiration Date
254,07-8611057,Westbrook McElhinney,Grocery,Gallon of Milk,302,Internet Banking,6,$12.74 ,7/4/2021 3:57,Philippines,Mianay,samsclub.com,63-4789413,Y,
255,77-7301037,Keenan Reyna,Home Goods,Blankets,702,Internet Banking,1,$9.94 ,12/19/2021 9:30,China,Jiuxian,costco.com,79-2083666,Y,
256,14-3970914,Daveen Kleehuhler,Clothing,Tie,404,Internet Banking,8,$226.49 ,9/14/2021 19:25,Sweden,Kalmar,costco.com,07-9025300,N,Invalid Card Number
257,35-1219775,Timothy Merredy,Automotive,Floor Mat,605,Wallet,8,$29.39 ,7/29/2021 13:14,Honduras,"Las Vegas, Santa Barbara",ebay.com,48-4407061,Y,
258,55-1328187,Trever Corsar,Health & Beauty,Daily Multi-Vitamins,805,Internet Banking,7,$362.15 ,7/21/2021 21:15,Chile,Longaví,walmart.com,40-4002951,Y,
259,55-4988189,Baldwin Orr,Outdoor Equipment,Gardening Shovel,202,Card,8,$144.47 ,5/22/2021 6:08,Azerbaijan,Ağdaş,target.com,38-2546812,Y,
260,26-5233500,Allison Masselin,Entertainment,Video Game,503,Card,10,$484.42 ,6/15/2021 1:16,Finland,Perho,walmart.com,45-4133905,N,Insufficient Funds
261,60-6145794,Emelia Fidal,Home Goods,Candles,701,UPI,7,$45.33 ,8/8/2021 10:48,Argentina,Capitán Bermúdez,amazon.com,52-7208770,Y,
262,75-3162822,Bax Coverley,Outdoor Equipment,Hachet,203,UPI,7,$186.90 ,1/27/2021 6:28,Japan,Yatsuomachi-higashikumisaka,samsclub.com,11-0474134,Y,
263,93-1184193,Gerta Pesak,Baby Products,Baby Wipes,904,UPI,7,$82.78 ,6/24/2021 5:07,Syria,Ash Shaddādah,amazon.com,34-2713891,Y,
264,01-2783939,Tanhya Dobbson,Electronics,Desktop,3,Card,2,$560.53 ,2/4/2021 18:40,Iran,Āzādshahr,walmart.com,56-4771787,Y,
265,41-4121651,Jaime Stace,Entertainment,Video Game,503,Wallet,3,$107.74 ,6/14/2021 2:57,Indonesia,Amahusu,ebay.com,90-9534223,Y,
266,55-3752229,Saunderson Blake,Health & Beauty,Toothpaste,804,UPI,9,$83.26 ,12/4/2021 22:22,China,Xiangyang,costco.com,80-5102386,Y,
267,55-0646166,Devin Labrow,Outdoor Equipment,Gardening Shovel,202,Card,3,$77.46 ,10/27/2021 11:14,Democratic Republic of the Congo,Bukavu,target.com,89-4489830,N,Invalid Billing Address
268,27-4471872,Nathalia McKeachie,Entertainment,Board Game,505,Internet Banking,6,$412.16 ,4/30/2021 4:39,China,Meishan,costco.com,49-1928974,N,Invalid CVV
269,30-6921544,Sansone Hamblyn,Office Supplies,Folder,104,Wallet,5,$64.77 ,5/6/2021 15:17,China,Huxi,walmart.com,10-1293796,Y,
270,42-2444811,Tammi Sutcliff,Health & Beauty,Face Lotion,801,UPI,1,$28.66 ,10/15/2021 20:57,Norway,Stavanger,amazon.com,51-1258806,Y,
271,32-0584803,Drew Cartman,Electronics,Laptop,1,Internet Banking,1,$426.90 ,10/7/2021 9:19,Christmas Island,Flying Fish Cove,ebay.com,51-1502131,Y,
272,74-5129536,Kellen Thurston,Home Goods,Rugs,705,Wallet,7,$343.08 ,4/12/2021 9:10,Kazakhstan,Rudnyy,amazon.com,30-9468623,Y,
273,40-4773854,Tony Hale,Automotive,Windshield Washer Fluid,602,Wallet,5,$62.91 ,4/11/2021 23:04,Argentina,Villa Mercedes,amazon.com,22-7289046,Y,
274,80-3454596,Dalenna Soro,Health & Beauty,Face Lotion,801,UPI,1,$19.99 ,3/17/2021 15:45,Peru,Longotea,target.com,57-4873361,Y,
275,11-2353216,Elvyn Flay,Home Goods,Candles,701,Wallet,1,$21.05 ,1/9/2021 13:27,Poland,Wilamowice,walmart.com,54-4123034,Y,
276,34-5322582,Arlan Greenshiels,Automotive,Windshield Washer Fluid,602,UPI,1,$11.08 ,1/14/2021 14:40,Indonesia,Jajawai,samsclub.com,26-1000647,Y,
277,99-3950044,Therese Londsdale,Grocery,Gallon of Milk,302,UPI,2,$6.38 ,7/3/2021 14:10,Monaco,Fontvieille,walmart.com,94-3820902,Y,
278,68-9058192,Maryjane Oertzen,Baby Products,Stroller,903,UPI,9,$759.87 ,2/15/2021 8:21,North Korea,Hongwŏn,samsclub.com,30-4581169,N,Invalid CVV
279,29-8494892,Cirillo Clipson,Office Supplies,Pen,101,UPI,3,$9.28 ,10/28/2021 21:33,Tanzania,Kisanga,target.com,18-4816950,N,Invalid CVV
280,38-3060543,Cecil Hatwells,Entertainment,Board Game,505,UPI,8,$472.00 ,11/25/2021 3:31,Japan,Akune,alibaba.com,17-8478705,Y,
281,77-7710950,Isidor Bras,Baby Products,Stroller,903,Internet Banking,9,$442.05 ,7/19/2021 6:36,Sweden,Hässleholm,alibaba.com,15-2676050,Y,
282,98-4318307,Georgena Druitt,Entertainment,Video Game,503,Card,3,$201.49 ,2/20/2021 20:06,Poland,Drohiczyn,ebay.com,65-7384381,Y,
283,80-7917264,Jordana Draycott,Automotive,Engine Oil,601,Card,7,$149.93 ,4/21/2021 23:49,Croatia,Ozalj,costco.com,48-3441801,Y,
284,73-8363494,Mannie Beddo,Grocery,Eggs,303,Card,7,$20.44 ,7/19/2021 9:41,Canada,Saint-Lambert-de-Lauzon,amazon.com,29-1501705,Y,
285,28-4153272,Shepherd Wisam,Automotive,Power Steering Fluid,603,Wallet,7,$78.77 ,5/9/2021 13:50,Yemen,As Saddah,amazon.com,20-9582414,Y,
286,87-2231175,Bernice Dowyer,Grocery,Eggs,303,UPI,4,$15.50 ,5/6/2021 15:44,Sweden,Ronneby,ebay.com,72-7391291,Y,
287,32-6011654,Millicent Toten,Grocery,Chicken Breast,301,Internet Banking,6,$98.66 ,2/17/2021 17:30,Indonesia,Karangasem Laok,samsclub.com,09-5953373,Y,
288,25-2718120,Westbrooke Follan,Health & Beauty,Face Lotion,801,Card,3,$54.40 ,4/13/2021 22:56,Madagascar,Vangaindrano,walmart.com,76-4368095,Y,
289,87-3751389,Nerita De La Cote,Health & Beauty,Deodorant,803,Internet Banking,9,$83.73 ,6/29/2021 15:35,Indonesia,Bunigeulis,amazon.com,32-9267120,Y,
290,92-1314065,Angelle Warde,Electronics,Tablet,4,Internet Banking,8,$17.08 ,9/22/2021 14:24,Russia,Shakhty,walmart.com,53-1302337,Y,
291,80-1035790,Brooke Berthome,Baby Products,Stroller,903,Internet Banking,3,$132.30 ,7/14/2021 7:36,France,Cergy-Pontoise,samsclub.com,98-3413370,Y,
292,13-7694592,Caresse McKinnon,Automotive,Power Steering Fluid,603,UPI,5,$55.52 ,10/2/2021 8:34,Netherlands,Leiden,amazon.com,81-3756329,Y,
293,66-9589921,Reese Hanlon,Electronics,TV,2,Internet Banking,2,$792.43 ,10/8/2021 16:12,Brazil,Rio das Ostras,samsclub.com,06-1245383,N,Insufficient Funds
294,82-1948368,Hollyanne Turbill,Home Goods,Candles,701,Internet Banking,10,$75.70 ,1/27/2021 5:05,China,Yixin,alibaba.com,28-1494535,Y,
295,94-1246732,Noble Fearnyhough,Grocery,Chicken Breast,301,Card,9,$56.28 ,5/18/2021 18:11,China,Youlongchuan,alibaba.com,52-2448972,Y,
296,19-0697777,Mayer Uphill,Grocery,Chicken Breast,301,Internet Banking,2,$12.85 ,8/11/2021 21:07,Philippines,Rimus,walmart.com,09-2913418,N,Invalid Expiration Date
297,50-0995028,Hamilton Martins,Grocery,Bread,305,UPI,10,$44.99 ,8/11/2021 7:55,China,Leiwang,costco.com,66-1717423,N,Invalid Billing Address
298,91-7212651,Laurice Blowes,Clothing,Jeans,402,Card,7,$69.21 ,8/8/2021 3:30,United States,Harrisburg,alibaba.com,52-3696765,Y,
299,34-2749063,Marrilee Woodroof,Baby Products,Baby food,4,Card,3,$25.24 ,2/27/2021 10:57,Kekistan,Autun,amazon.com,52-2019220,N,Invalid Card Number
300,61-4735181,Gauthier Klimkowski,Baby Products,Pacifier,905,Card,6,$34.17 ,8/27/2021 16:54,Slovenia,Deskle,target.com,60-0872015,Y,
301,27-4712516,Raphael Chauvey,Entertainment,Dominoes,504,UPI,4,$71.10 ,12/17/2021 7:01,Russia,Nevinnomyssk,amazon.com,46-8046910,Y,
302,05-6328903,Lowell Hannaway,Entertainment,CD,502,Wallet,6,$79.85 ,8/25/2021 22:29,Philippines,Balangiga,target.com,08-6554064,Y,
303,11-7386910,Griff Siddle,Outdoor Equipment,Gardening Shovel,202,Card,6,$99.16 ,9/30/2021 9:48,Uruguay,Lascano,samsclub.com,84-7216959,Y,
304,05-9081461,Solly Sempill,Baby Products,Baby food,203,UPI,1,$3.57 ,6/13/2021 14:18,Indonesia,Wonotirto,amazon.com,54-1387670,Y,
305,33-8649216,Abrahan Lindenman,Entertaiment,Board Game,505,Card,2,$98.67 ,2/23/2021 16:02,Israel,Beit Horon,target.com,79-9877329,Y,
306,69-7272440,Dominick Pill,Health & Beauty,Face Lotion,801,UPI,1,$8.96 ,7/13/2021 8:49,Portugal,Delães,alibaba.com,48-4818053,Y,
307,83-5963316,Murry Cristofori,Entertainment,Dominoes,504,UPI,4,$44.24 ,1/17/2021 3:58,Poland,Sośnicowice,target.com,18-3360150,N,Invalid Billing Address
308,69-3965254,Kin Silley,Entertainment,Dominoes,504,UPI,3,$63.28 ,8/17/2021 20:41,Brazil,Muzambinho,amazon.com,76-8607528,Y,
309,90-6510140,Iggy Vogelein,Health & Beauty,Deodorant,803,UPI,5,$46.49 ,6/12/2021 9:25,China,Wangzha,target.com,96-7957304,N,Invalid CVV
310,75-3435713,Helaine Blitzer,Clothing,Suit Jacket,403,Card,8,$945.81 ,8/20/2021 8:08,Finland,Pöytyä,samsclub.com,24-0562588,Y,
311,51-2405389,Rich Symmers,Clothing,Jeans,402,Wallet,1,$79.55 ,9/21/2021 2:23,Indonesia,Bonak,costco.com,86-1310471,Y,
312,01-8460120,Kirbee Yanshonok,Grocery,Gallon of Milk,302,Wallet,4,$16.32 ,3/2/2021 9:04,Yemen,Ḩarīb,alibaba.com,31-2116373,Y,
313,32-4999225,Margo Hague,Clothing,Shoes,405,UPI,1,$42.89 ,12/20/2021 5:51,Sierra Leone,Kabala,costco.com,09-1045634,Y,
314,73-4759249,Kiley Claxson,Clothing,Tie,404,Card,8,$97.52 ,5/17/2021 15:00,Brazil,Santa Rita,walmart.com,85-8477483,Y,
315,42-2359982,Chrissy Moggan,Grocery,Bread,305,Internet Banking,10,$27.25 ,9/13/2021 16:48,China,Tangxi,walmart.com,40-1312338,M,
315,99-6485299,West McPeeters,Baby Products,Baby food,705,Card,7,$65.55 ,2/5/2021 1:02,Poland,Rączna,costco.com,51-1197301,Y,
317,66-1977756,Jeff Stonary,Home Goods,Blankets,702,UPI,3,$78.02 ,6/12/2021 7:19,Brazil,Corumbá,walmart.com,68-8623399,Y,
318,55-0618512,Alysia Wittman,Clothing,Suit Jacket,403,Internet Banking,5,$201.32 ,11/18/2021 0:44,Indonesia,Pule,ebay.com,66-1618456,Y,
319,98-1809152,Karola O' Sullivan,Outdoor Equipment,Hatchet,203,Wallet,9,$432.34 ,9/25/2021 3:19,Mongolia,Baruunturuun,alibaba.com,32-9535564,N,Invalid Card Number
320,43-6670556,Marianne McLice,Baby Products,Stroller,903,Internet Banking,3,$478.84 ,9/17/2021 0:56,Indonesia,Kanada,amazon.com,37-0121955,Y,
321,31-4312347,Belicia Songist,Electronics,Cell Phone,5,Card,3,$517.19 ,1/18/2021 19:56,Russia,Shchukino,ebay.com,04-3474315,N,Invalid Expiration Date
322,57-4647436,Yankee Christie,Outdoor Equipment,Baseball Bat,201,Internet Banking,9,$27.47 ,10/2/2021 23:17,China,Dongxiang,target.com,68-0048585,Y,
323,74-0149285,Jesus Robke,Office Supplies,Binder,105,Internet Banking,3,$7.16 ,5/3/2021 0:29,United States,Oakland,samsclub.com,40-3826629,Y,
